numero,grupo_taxonomico,classe,ordem,familia,nome_cientifico,categoria_nacional,pagina_pdf,fonte
342,Tubarões e Raias,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus maximus,CR,12,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
343,Tubarões e Raias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon carcharias,VU,12,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
344,Tubarões e Raias,Elasmobranchii,Lamniformes,Lamnidae,Isurus oxyrinchus,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
345,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Dasyatidae,Bathytoshia centroura,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
346,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Dasyatidae,Fontitrygon colarensis,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
347,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus berthalutzae,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
348,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus marianae,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
349,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura altavela,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
350,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula birostris,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
351,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula mobular,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
352,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula tarapacana,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
353,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula thurstoni,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
354,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis freminvillei,EN,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
355,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis goodei,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
356,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis ridens,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
357,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon aiereba,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
358,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon leopoldi,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
359,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon marquesi,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
360,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon signata,EN,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
361,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Rhinopteridae,Rhinoptera brasiliensis,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
362,Tubarões e Raias,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urotrygon microphthalmum,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
363,Tubarões e Raias,Elasmobranchii,Orectolobiformes,Ginglymostomatidae,Ginglymostoma cirratum,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
364,Tubarões e Raias,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon typus,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
365,Tubarões e Raias,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja castelnaui,EN,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
366,Tubarões e Raias,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja cyclophora,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
367,Tubarões e Raias,Elasmobranchii,Rajiformes,Arhynchobatidae,Rioraja agassizii,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
368,Tubarões e Raias,Elasmobranchii,Rajiformes,Arhynchobatidae,Sympterygia acuta,EN,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
369,Tubarões e Raias,Elasmobranchii,Rajiformes,Arhynchobatidae,Sympterygia bonapartii,EN,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
370,Tubarões e Raias,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis pectinata,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
371,Tubarões e Raias,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis pristis,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
372,Tubarões e Raias,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos horkelii,CR,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
373,Tubarões e Raias,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos percellens,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
374,Tubarões e Raias,Elasmobranchii,Rhinopristiformes,Trygonorhinidae,Zapteryx brevirostris,VU,13,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
375,Tubarões e Raias,Elasmobranchii,Squatiniformes,Squatinidae,Squatina argentina,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
376,Tubarões e Raias,Elasmobranchii,Squatiniformes,Squatinidae,Squatina guggenheim,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
377,Tubarões e Raias,Elasmobranchii,Squatiniformes,Squatinidae,Squatina occulta,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
378,Tubarões e Raias,Elasmobranchii,Torpediniformes,Narcinidae,Narcine brasiliensis,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
379,Invertebrados de Água Doce,Bivalvia,Sphaeriida,Sphaeriidae,Eupera troglobia,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
380,Invertebrados de Água Doce,Bivalvia,Unionida,Hyriidae,Castalia martensi,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
381,Invertebrados de Água Doce,Bivalvia,Unionida,Hyriidae,Diplodon fontainianus,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
382,Invertebrados de Água Doce,Bivalvia,Unionida,Hyriidae,Rhipidodonta garbei,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
383,Invertebrados de Água Doce,Bivalvia,Unionida,Hyriidae,Rhipidodonta iheringi,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
384,Invertebrados de Água Doce,Bivalvia,Unionida,Hyriidae,Rhipidodonta koseritzi,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
385,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Anodontites ferrarisii,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
386,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Anodontites iheringi,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
387,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Haasica balzani,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
388,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Leila blainvilliana,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
389,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Monocondylaea franciscana,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
390,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Monocondylaea paraguayana,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
391,Invertebrados de Água Doce,Bivalvia,Unionida,Mycetopodidae,Mycetopoda legumen,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
392,Invertebrados de Água Doce,Bivalvia,Venerida,Cyrenidae,Cyanocyclas guahybensis,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
393,Invertebrados de Água Doce,Demospongiae,Spongillida,Spongillidae,Racekiela cavernicola,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
394,Invertebrados de Água Doce,Demospongiae,Incertae Sedis,Incertae Sedis,Arinosaster patriciae,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
395,Invertebrados de Água Doce,Gastropoda,Caenogastropoda,Hydrobiidae,Potamolithus troglobius,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
396,Invertebrados de Água Doce,Gastropoda,Caenogastropoda,Tateidae,Potamolithus karsticus,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
397,Invertebrados de Água Doce,Gastropoda,Caenogastropoda,Thiaridae,Aylacostoma tenuilabris,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
398,Invertebrados de Água Doce,Gastropoda,Littorinimorpha,Pomatiopsidae,Spiripockia punctata,CR,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
399,Invertebrados de Água Doce,Insecta,Coleoptera,Dytiscidae,Copelatus cessaima,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
400,Invertebrados de Água Doce,Insecta,Ephemeroptera,Baetidae,Adebrotus lugoi,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
401,Invertebrados de Água Doce,Insecta,Ephemeroptera,Baetidae,Camelobaetidius juparana,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
402,Invertebrados de Água Doce,Insecta,Ephemeroptera,Baetidae,Camelobaetidius maranhensis,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
403,Invertebrados de Água Doce,Insecta,Ephemeroptera,Baetidae,Camelobaetidius spinosus,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
404,Invertebrados de Água Doce,Insecta,Ephemeroptera,Leptophlebiidae,Hermanella amere,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
405,Invertebrados de Água Doce,Insecta,Ephemeroptera,Leptophlebiidae,Hermanella nigra,VU,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
406,Invertebrados de Água Doce,Insecta,Ephemeroptera,Leptophlebiidae,Miroculis stenopterus,EN,14,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
407,Invertebrados de Água Doce,Insecta,Ephemeroptera,Leptophlebiidae,Simothraulopsis eurybasis,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
408,Invertebrados de Água Doce,Insecta,Ephemeroptera,Oligoneuriidae,Lachlania aldinae,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
409,Invertebrados de Água Doce,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuria amandae,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
410,Invertebrados de Água Doce,Insecta,Ephemeroptera,Oligoneuriidae,Oligoneuria macabaiba,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
411,Invertebrados de Água Doce,Insecta,Hemiptera,Hydrometridae,Spelaeometra hypogea,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
412,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Forcepsioneura machadorum,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
413,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Franciscobasis franciscoi,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
414,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Kiautagrion acutum,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
415,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Leptagrion bocainense,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
416,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Machadagrion garbei,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
417,Invertebrados de Água Doce,Insecta,Odonata,Coenagrionidae,Minagrion canaanense,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
418,Invertebrados de Água Doce,Insecta,Odonata,Megapodagrionidae,Heteragrion mantiqueirae,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
419,Invertebrados de Água Doce,Insecta,Zygoptera,Coenagrionidae,Fluminagrion taxaense,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
420,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus bahiensis,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
421,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus ginae,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
422,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus sanctus,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
423,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus santanensis,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
424,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus spinilacertus,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
425,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus titan,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
426,Invertebrados de Água Doce,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus trajanoae,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
427,Invertebrados de Água Doce,Malacostraca,Amphipoda,Bogidiellidae,Megagidiella azul,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
428,Invertebrados de Água Doce,Malacostraca,Amphipoda,Hyalellidae,Hyalella caeca,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
429,Invertebrados de Água Doce,Malacostraca,Amphipoda,Hyalellidae,Hyalella epikarstica,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
430,Invertebrados de Água Doce,Malacostraca,Amphipoda,Hyalellidae,Hyalella formosa,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
431,Invertebrados de Água Doce,Malacostraca,Amphipoda,Hyalellidae,Hyalella imbya,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
432,Invertebrados de Água Doce,Malacostraca,Amphipoda,Hyalellidae,Hyalella veredae,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
433,Invertebrados de Água Doce,Malacostraca,Amphipoda,Mesogammaridae,Potiberaba porakuara,VU,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
434,Invertebrados de Água Doce,Malacostraca,Amphipoda,Seborgiidae,Seborgia potiguar,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
435,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla brevipalma,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
436,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla camargoi,EN,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
437,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla cavernicola,CR,15,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
438,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla charon,CR,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
439,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla franca,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
440,Invertebrados de Água Doce,Malacostraca,Decapoda,Aeglidae,Aegla georginae,EN,16,https://www.gov.br/icmbio/pt-br/assuntos/biodiversidade/pan/saiba-mais/documentos-e-downloads/9-portaria-gm_mma-no-1-667-de-27-de-abril-de-2026.pdf
